=== Optimizer Hyperparameter Tuning: Differential Evolution ===
Total combinations: 144

1/144 | MAE: 6.128 ± 9.198 | RMSE: 6.128 ± 9.198 | R²: 0.885 | params: {'population_size': 30, 'generations': 80, 'crossover_rate': 0.6, 'mutation_factor': 0.3}
143/144 | MAE: 5.094 ± 8.724 | RMSE: 5.094 ± 8.724 | R²: 0.904 | params: {'population_size': 70, 'generations': 170, 'crossover_rate': 0.9, 'mutation_factor': 0.6}
144/144 | MAE: 5.313 ± 8.788 | RMSE: 5.313 ± 8.788 | R²: 0.901 | params: {'population_size': 70, 'generations': 170, 'crossover_rate': 0.9, 'mutation_factor': 0.75}

=== Best Optimizer Hyperparameters ===
{'population_size': 70, 'generations': 170, 'crossover_rate': 0.6, 'mutation_factor': 0.6}

Validation metrics (mean ± std):
MAE:  4.991 ± 8.607
RMSE: 4.991 ± 8.607
R²:   0.907

Raw values:
MAE mean: 4.991
MAE std:  8.607
RMSE mean: 4.991
RMSE std:  8.607
